id,artist_name,year_of_birth,year_of_death,genre,nationality,filename,name_of_pic,year_of_pic,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,Sketch,color1-H,color1-S,color1-V,color2-H,color2-S,color2-V,color3-H,color3-S,color3-V,color4-H,color4-S,color4-V,color5-H,color5-S,color5-V,color6-H,color6-S,color6-V,color7-H,color7-S,color7-V,color8-H,color8-S,color8-V,color9-H,color9-S,color9-V,color10-H,color10-S,color10-V,color_theory_tag,color_intensity,amount_of_main_color,similar_pics
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_65.jpg,Philip IV,1630,"#4e3f2d:0.28:( 78,  63,  45)","#181518:0.25:( 24,  21,  24)","#352521:0.14:( 53,  37,  33)","#995844:0.078:(153,  88,  68)","#612926:0.06:( 97,  41,  38)","#6d502c:0.057:(109,  80,  44)","#9f7e43:0.04:(159, 126,  67)","#f0ead7:0.039:(240, 234, 215)","#d2bf94:0.031:(210, 191, 148)","#858078:0.022:(133, 128, 120)",N,32.73,0.42,0.31,300.00,0.13,0.09,12.00,0.38,0.21,14.12,0.56,0.60,3.05,0.61,0.38,33.23,0.60,0.43,38.48,0.58,0.62,45.60,0.10,0.94,41.61,0.30,0.82,36.92,0.10,0.52,warm,0.35638,3,"Eugene_Delacroix_26.jpg,Diego_Rivera_21.jpg,Paul_Gauguin_271.jpg,Albrecht_Dürer_147.jpg,Jan_van_Eyck_48.jpg,Giotto_di_Bondone_63.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_70.jpg,Equestrian Portrait of Philip IV,1636,"#b2cbcc:0.16:(178, 203, 204)","#844c2c:0.14:(132,  76,  44)","#9ea982:0.13:(158, 169, 130)","#6f5e2e:0.13:(111,  94,  46)","#583826:0.1:( 88,  56,  38)","#888740:0.082:(136, 135,  64)","#261719:0.078:( 38,  23,  25)","#b37331:0.071:(179, 115,  49)","#c69764:0.06:(198, 151, 100)","#e9d593:0.046:(233, 213, 147)",N,182.31,0.13,0.80,21.82,0.67,0.52,76.92,0.23,0.66,44.31,0.59,0.44,21.60,0.57,0.35,59.17,0.53,0.53,352.00,0.39,0.15,30.46,0.73,0.70,31.22,0.49,0.78,46.05,0.37,0.91,warm,0.45032999999999995,4,"Paul_Gauguin_264.jpg,Alfred_Sisley_66.jpg,Pablo_Picasso_71.jpg,Pierre-Auguste_Renoir_64.jpg,Alfred_Sisley_132.jpg,Alfred_Sisley_120.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_74.jpg,Self-Portrait,1657,"#110d0a:0.32:( 17,  13,  10)","#4e3119:0.17:( 78,  49,  25)","#1d1712:0.12:( 29,  23,  18)","#5d3e1d:0.12:( 93,  62,  29)","#402c1a:0.1:( 64,  44,  26)","#2f261e:0.059:( 47,  38,  30)","#59442e:0.041:( 89,  68,  46)","#b78443:0.026:(183, 132,  67)","#d2a86c:0.021:(210, 168, 108)","#8a592c:0.02:(138,  89,  44)",N,25.71,0.41,0.07,27.17,0.68,0.31,27.27,0.38,0.11,30.94,0.69,0.36,28.42,0.59,0.25,28.24,0.36,0.18,30.70,0.48,0.35,33.62,0.63,0.72,35.29,0.49,0.82,28.72,0.68,0.54,analogous,0.51539,4,"Peter_Paul_Rubens_94.jpg,Titian_177.jpg,Rembrandt_70.jpg,Vincent_van_Gogh_444.jpg,Peter_Paul_Rubens_117.jpg,Diego_Velazquez_77.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_75.jpg,Portrait,1644,"#6f4930:0.19:(111,  73,  48)","#8f5b30:0.15:(143,  91,  48)","#5e2c1b:0.14:( 94,  44,  27)","#773e1d:0.12:(119,  62,  29)","#251826:0.1:( 37,  24,  38)","#b37c3d:0.08:(179, 124,  61)","#47272a:0.068:( 71,  39,  42)","#daa14e:0.064:(218, 161,  78)","#f9e990:0.046:(249, 233, 144)","#f5d268:0.042:(245, 210, 104)",N,23.81,0.57,0.44,27.16,0.66,0.56,15.22,0.71,0.37,22.00,0.76,0.47,295.71,0.37,0.15,32.03,0.66,0.70,354.38,0.45,0.28,35.57,0.64,0.85,50.86,0.42,0.98,45.11,0.58,0.96,"warm,analogous",0.60294,4,"Paul_Gauguin_279.jpg,Joan_Miro_66.jpg,Pierre-Auguste_Renoir_324.jpg,Pierre-Auguste_Renoir_30.jpg,Pablo_Picasso_277.jpg,Pablo_Picasso_219.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_76.jpg,The portrait of Fraga,1644,"#0d0a06:0.14:( 13,  10,   6)","#824b31:0.13:(130,  75,  49)","#d69a72:0.13:(214, 154, 114)","#221d17:0.11:( 34,  29,  23)","#9c5c34:0.1:(156,  92,  52)","#c57d4d:0.1:(197, 125,  77)","#9f684c:0.089:(159, 104,  76)","#372e29:0.088:( 55,  46,  41)","#633f2f:0.073:( 99,  63,  47)","#f2ddc8:0.028:(242, 221, 200)",N,34.29,0.54,0.05,19.26,0.62,0.51,24.00,0.47,0.84,32.73,0.32,0.13,23.08,0.67,0.61,24.00,0.61,0.77,20.24,0.52,0.62,21.43,0.25,0.22,18.46,0.53,0.39,30.00,0.17,0.95,"warm,analogous",0.49223,4,"Amedeo_Modigliani_13.jpg,Vincent_van_Gogh_158.jpg,Sandro_Botticelli_132.jpg,Amedeo_Modigliani_8.jpg,Vincent_van_Gogh_639.jpg,Francisco_Goya_228.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_77.jpg,Unknown,Unknown,"#110b0b:0.44:( 17,  11,  11)","#1c1111:0.26:( 28,  17,  17)","#301d1a:0.071:( 48,  29,  26)","#4a281b:0.063:( 74,  40,  27)","#a76829:0.033:(167, 104,  41)","#783e1f:0.032:(120,  62,  31)","#9c9071:0.029:(156, 144, 113)","#cdc9b1:0.028:(205, 201, 177)","#6a563b:0.026:(106,  86,  59)","#cd9b48:0.019:(205, 155,  72)",N,0.00,0.35,0.07,0.00,0.39,0.11,8.18,0.46,0.19,16.60,0.64,0.29,30.00,0.75,0.65,20.90,0.74,0.47,43.26,0.28,0.61,51.43,0.14,0.80,34.47,0.44,0.42,37.44,0.65,0.80,NULL,0.41264,2,"Edvard_Munch_35.jpg,Gustave_Courbet_26.jpg,Vasiliy_Kandinskiy_73.jpg,Titian_177.jpg,Peter_Paul_Rubens_87.jpg,Peter_Paul_Rubens_117.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_78.jpg,Unknown,Unknown,"#201f1b:0.48:( 32,  31,  27)","#312921:0.14:( 49,  41,  33)","#3c3127:0.12:( 60,  49,  39)","#4e3b2d:0.096:( 78,  59,  45)","#433024:0.08:( 67,  48,  36)","#5c412d:0.043:( 92,  65,  45)","#f9dd8c:0.012:(249, 221, 140)","#ecb163:0.011:(236, 177,  99)","#8a4c30:0.0062:(138,  76,  48)","#ab814c:0.0045:(171, 129,  76)",N,48.00,0.16,0.13,30.00,0.33,0.19,28.57,0.35,0.24,25.45,0.42,0.31,23.23,0.46,0.26,25.53,0.51,0.36,44.59,0.44,0.98,34.16,0.58,0.93,18.67,0.65,0.54,33.47,0.56,0.67,NULL,0.28225999999999996,3,"Amedeo_Modigliani_24.jpg,Titian_117.jpg,Francisco_Goya_88.jpg,Sandro_Botticelli_11.jpg,Vasiliy_Kandinskiy_7.jpg,Pablo_Picasso_23.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_79.jpg,Infanta Margarita Teresa in blue dress,1659,"#1c1a1a:0.38:( 28,  26,  26)","#272526:0.22:( 39,  37,  38)","#2f231f:0.11:( 47,  35,  31)","#403a38:0.085:( 64,  58,  56)","#655a53:0.062:(101,  90,  83)","#533d30:0.039:( 83,  61,  48)","#8e847a:0.039:(142, 132, 122)","#c1b9ac:0.032:(193, 185, 172)","#d3b48b:0.015:(211, 180, 139)","#8c6747:0.014:(140, 103,  71)",N,0.00,0.07,0.11,330.00,0.05,0.15,15.00,0.34,0.18,15.00,0.13,0.25,23.33,0.18,0.40,22.29,0.42,0.33,30.00,0.14,0.56,37.14,0.11,0.76,34.17,0.34,0.83,27.83,0.49,0.55,NULL,0.13453000000000004,3,"Paul_Gauguin_281.jpg,Titian_127.jpg,Mikhail_Vrubel_98.jpg,Edvard_Munch_38.jpg,El_Greco_83.jpg,Pierre-Auguste_Renoir_27.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_80.jpg,Equestrian Portrait of Prince Balthasar Charles,1635,"#211716:0.16:( 33,  23,  22)","#3b2f2a:0.14:( 59,  47,  42)","#736d6b:0.13:(115, 109, 107)","#948774:0.12:(148, 135, 116)","#544d45:0.1:( 84,  77,  69)","#8f8d91:0.096:(143, 141, 145)","#c5b29f:0.081:(197, 178, 159)","#573326:0.067:( 87,  51,  38)","#875b40:0.06:(135,  91,  64)","#b68d64:0.043:(182, 141, 100)",N,5.45,0.33,0.13,17.65,0.29,0.23,15.00,0.07,0.45,35.63,0.22,0.58,32.00,0.18,0.33,270.00,0.03,0.57,30.00,0.19,0.77,15.92,0.56,0.34,22.82,0.53,0.53,30.00,0.45,0.71,analogous,0.25383999999999995,4,"Hieronymus_Bosch_109.jpg,Kazimir_Malevich_110.jpg,Kazimir_Malevich_50.jpg,Giotto_di_Bondone_42.jpg,Pierre-Auguste_Renoir_234.jpg,Paul_Cezanne_36.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_82.jpg,Portrait of Prince Philip Prospero,1659,"#150a0b:0.33:( 21,  10,  11)","#221112:0.21:( 34,  17,  18)","#baa46d:0.1:(186, 164, 109)","#371317:0.083:( 55,  19,  23)","#a78b57:0.072:(167, 139,  87)","#561e1b:0.05:( 86,  30,  27)","#40251f:0.047:( 64,  37,  31)","#653f28:0.037:(101,  63,  40)","#893a23:0.035:(137,  58,  35)","#8b663b:0.031:(139, 102,  59)",N,354.55,0.52,0.08,356.47,0.50,0.13,42.86,0.41,0.73,353.33,0.65,0.22,39.00,0.48,0.65,3.05,0.69,0.34,10.91,0.52,0.25,22.62,0.60,0.40,13.53,0.74,0.54,32.25,0.58,0.55,NULL,0.53113,2,"Edvard_Munch_10.jpg,Vincent_van_Gogh_343.jpg,Andy_Warhol_18.jpg,Diego_Velazquez_24.jpg,Rembrandt_220.jpg,Edouard_Manet_89.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_85.jpg,Elisabeth of France,1632,"#170e0d:0.37:( 23,  14,  13)","#2d1f1a:0.15:( 45,  31,  26)","#ca8539:0.11:(202, 133,  57)","#a7763b:0.079:(167, 118,  59)","#482617:0.069:( 72,  38,  23)","#af5a1c:0.062:(175,  90,  28)","#cb9e68:0.047:(203, 158, 104)","#743717:0.044:(116,  55,  23)","#705339:0.039:(112,  83,  57)","#d4bfa3:0.033:(212, 191, 163)",N,6.00,0.43,0.09,15.79,0.42,0.18,31.45,0.72,0.79,32.78,0.65,0.65,18.37,0.68,0.28,25.31,0.84,0.69,32.73,0.49,0.80,20.65,0.80,0.45,28.36,0.49,0.44,34.29,0.23,0.83,NULL,0.53658,3,"Diego_Velazquez_107.jpg,Edgar_Degas_337.jpg,Titian_109.jpg,Diego_Rivera_48.jpg,Raphael_6.jpg,Vasiliy_Kandinskiy_80.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_92.jpg,Saint Ildefonso Receiving the Chasuble from the Virgin,1620,"#0d0a0d:0.44:( 13,  10,  13)","#1c1316:0.18:( 28,  19,  22)","#2a1b1a:0.12:( 42,  27,  26)","#3e2f22:0.053:( 62,  47,  34)","#3c211a:0.045:( 60,  33,  26)","#58351f:0.042:( 88,  53,  31)","#744a25:0.039:(116,  74,  37)","#5b4a2e:0.035:( 91,  74,  46)","#846936:0.028:(132, 105,  54)","#b39650:0.017:(179, 150,  80)",N,300.00,0.23,0.05,340.00,0.32,0.11,3.75,0.38,0.16,27.86,0.45,0.24,12.35,0.57,0.24,23.16,0.65,0.35,28.10,0.68,0.45,37.33,0.49,0.36,39.23,0.59,0.52,42.42,0.55,0.70,NULL,0.35074,3,"Titian_89.jpg,Francisco_Goya_16.jpg,Titian_6.jpg,Titian_47.jpg,Francisco_Goya_96.jpg,Rembrandt_118.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_93.jpg,The Needlewoman,Unknown,"#332e36:0.13:( 51,  46,  54)","#896d52:0.12:(137, 109,  82)","#a88f6f:0.12:(168, 143, 111)","#1a1821:0.12:( 26,  24,  33)","#c7b191:0.11:(199, 177, 145)","#514548:0.1:( 81,  69,  72)","#77635d:0.097:(119,  99,  93)","#644937:0.072:(100,  73,  55)","#9f8980:0.067:(159, 137, 128)","#e8daba:0.066:(232, 218, 186)",N,277.50,0.15,0.21,29.45,0.40,0.54,33.68,0.34,0.66,253.33,0.27,0.13,35.56,0.27,0.78,345.00,0.15,0.32,13.85,0.22,0.47,24.00,0.45,0.39,17.42,0.19,0.62,41.74,0.20,0.91,"warm,analogous",0.26507000000000003,5,"Salvador_Dali_91.jpg,Salvador_Dali_3.jpg,Vasiliy_Kandinskiy_60.jpg,Giotto_di_Bondone_13.jpg,Giotto_di_Bondone_39.jpg,Salvador_Dali_5.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_94.jpg,Supper at Emmaus,1601,"#6c582a:0.2:(108,  88,  42)","#574727:0.17:( 87,  71,  39)","#15150b:0.15:( 21,  21,  11)","#38301c:0.13:( 56,  48,  28)","#847a4d:0.087:(132, 122,  77)","#98742d:0.076:(152, 116,  45)","#9f5a2e:0.057:(159,  90,  46)","#dc8f53:0.05:(220, 143,  83)","#e0e2d3:0.04:(224, 226, 211)","#9ea288:0.039:(158, 162, 136)",N,41.82,0.61,0.42,40.00,0.55,0.34,60.00,0.48,0.08,42.86,0.50,0.22,49.09,0.42,0.52,39.81,0.70,0.60,23.36,0.71,0.62,26.28,0.62,0.86,68.00,0.07,0.89,69.23,0.16,0.64,"warm,analogous",0.5227500000000002,4,"Titian_205.jpg,Rembrandt_89.jpg,Pierre-Auguste_Renoir_66.jpg,Vincent_van_Gogh_668.jpg,Pablo_Picasso_277.jpg,Pablo_Picasso_219.jpg"
27,Diego Velazquez,1599,1660,Baroque,Spanish,Diego_Velazquez_95.jpg,The Waterseller of Seville,1622,"#3c2b24:0.24:( 60,  43,  36)","#2d1f1a:0.19:( 45,  31,  26)","#4d382d:0.18:( 77,  56,  45)","#624536:0.12:( 98,  69,  54)","#7a543d:0.094:(122,  84,  61)","#996543:0.08:(153, 101,  67)","#bd965d:0.035:(189, 150,  93)","#947854:0.027:(148, 120,  84)","#e4dabe:0.02:(228, 218, 190)","#dbbf81:0.019:(219, 191, 129)",N,17.50,0.40,0.24,15.79,0.42,0.18,20.63,0.42,0.30,20.45,0.45,0.38,22.62,0.50,0.48,23.72,0.56,0.60,35.63,0.51,0.74,33.75,0.43,0.58,44.21,0.17,0.89,41.33,0.41,0.86,"warm,analogous",0.43785,4,"Pierre-Auguste_Renoir_109.jpg,Sandro_Botticelli_129.jpg,Peter_Paul_Rubens_59.jpg,Caravaggio_47.jpg,Giotto_di_Bondone_36.jpg,Peter_Paul_Rubens_60.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_100.jpg,At the Races ,1869,"#8d9cac:0.29:(141, 156, 172)","#2c2a1c:0.13:( 44,  42,  28)","#b9ced9:0.12:(185, 206, 217)","#9bb0c5:0.11:(155, 176, 197)","#a5b4b9:0.098:(165, 180, 185)","#433e24:0.088:( 67,  62,  36)","#17130e:0.081:( 23,  19,  14)","#919a90:0.033:(145, 154, 144)","#69582b:0.032:(105,  88,  43)","#ab954f:0.017:(171, 149,  79)",N,210.97,0.18,0.67,52.50,0.36,0.17,200.62,0.15,0.85,210.00,0.21,0.77,195.00,0.11,0.73,50.32,0.46,0.26,33.33,0.39,0.09,114.00,0.06,0.60,43.55,0.59,0.41,45.65,0.54,0.67,NULL,0.25299000000000005,4,"Alfred_Sisley_98.jpg,Gustave_Courbet_46.jpg,Alfred_Sisley_19.jpg,Vincent_van_Gogh_78.jpg,Alfred_Sisley_51.jpg,Alfred_Sisley_172.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_101.jpg,Before the Race,1884,"#946436:0.18:(148, 100,  54)","#794726:0.15:(121,  71,  38)","#745b3c:0.13:(116,  91,  60)","#211210:0.11:( 33,  18,  16)","#4e1e17:0.11:( 78,  30,  23)","#4b3328:0.087:( 75,  51,  40)","#978864:0.067:(151, 136, 100)","#929185:0.066:(146, 145, 133)","#762a17:0.066:(118,  42,  23)","#b66227:0.037:(182,  98,  39)",N,29.36,0.64,0.58,23.86,0.69,0.47,33.21,0.48,0.45,7.06,0.52,0.13,7.64,0.71,0.31,18.86,0.47,0.29,42.35,0.34,0.59,55.38,0.09,0.57,12.00,0.81,0.46,24.76,0.79,0.71,"warm,analogous",0.5687000000000001,5,"Vincent_van_Gogh_634.jpg,Andrei_Rublev_67.jpg,Joan_Miro_94.jpg,Henri_Matisse_149.jpg,Vincent_van_Gogh_624.jpg,Paul_Gauguin_181.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_103.jpg,Before the Race,1884,"#d2ad88:0.19:(210, 173, 136)","#c16c26:0.15:(193, 108,  38)","#c4833e:0.12:(196, 131,  62)","#a35c22:0.11:(163,  92,  34)","#ab4815:0.095:(171,  72,  21)","#946430:0.084:(148, 100,  48)","#772e13:0.078:(119,  46,  19)","#4a1d13:0.072:( 74,  29,  19)","#211213:0.063:( 33,  18,  19)","#6a4c2d:0.038:(106,  76,  45)",N,30.00,0.35,0.82,27.10,0.80,0.76,30.90,0.68,0.77,26.98,0.79,0.64,20.40,0.88,0.67,31.20,0.68,0.58,16.20,0.84,0.47,10.91,0.74,0.29,356.00,0.45,0.13,30.49,0.58,0.42,"warm,analogous",0.6649099999999999,4,"Pierre-Auguste_Renoir_67.jpg,Pierre-Auguste_Renoir_230.jpg,Paul_Gauguin_216.jpg,Diego_Velazquez_124.jpg,Henri_Matisse_21.jpg,Pablo_Picasso_426.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_107.jpg,Breakfast after the bath,1898,"#ce9257:0.16:(206, 146,  87)","#975626:0.11:(151,  86,  38)","#331f1b:0.1:( 51,  31,  27)","#644a34:0.1:(100,  74,  52)","#cc8a35:0.1:(204, 138,  53)","#9b7352:0.1:(155, 115,  82)","#622b18:0.098:( 98,  43,  24)","#cba685:0.096:(203, 166, 133)","#625c5e:0.063:( 98,  92,  94)","#b7b3b0:0.062:(183, 179, 176)",N,29.75,0.58,0.81,25.49,0.75,0.59,10.00,0.47,0.20,27.50,0.48,0.39,33.77,0.74,0.80,27.12,0.47,0.61,15.41,0.76,0.38,28.29,0.34,0.80,340.00,0.06,0.38,25.71,0.04,0.72,"warm,analogous",0.50468,2,"Leonardo_da_Vinci_73.jpg,Pieter_Bruegel_123.jpg,Andrei_Rublev_11.jpg,Henri_de_Toulouse-Lautrec_81.jpg,Edgar_Degas_62.jpg,Edgar_Degas_477.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_111.jpg,Bust of a Woman,1885,"#b18251:0.32:(177, 130,  81)","#171722:0.1:( 23,  23,  34)","#615558:0.093:( 97,  85,  88)","#a38263:0.09:(163, 130,  99)","#37353c:0.083:( 55,  53,  60)","#8d7d74:0.074:(141, 125, 116)","#4f3023:0.062:( 79,  48,  35)","#7a543b:0.061:(122,  84,  59)","#c3aa9b:0.058:(195, 170, 155)","#3f405f:0.056:( 63,  64,  95)",N,30.63,0.54,0.69,240.00,0.32,0.13,345.00,0.12,0.38,29.06,0.39,0.64,257.14,0.12,0.24,21.60,0.18,0.55,17.73,0.56,0.31,23.81,0.52,0.48,22.50,0.21,0.76,238.13,0.34,0.37,warm,0.372,1,"Henri_de_Toulouse-Lautrec_52.jpg,Andrei_Rublev_74.jpg,Francisco_Goya_19.jpg,Edvard_Munch_13.jpg,Vincent_van_Gogh_419.jpg,Leonardo_da_Vinci_99.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_113.jpg,Cafe-Concert Singer,1879,"#d8cbc1:0.15:(216, 203, 193)","#d3b99c:0.13:(211, 185, 156)","#baa6a8:0.12:(186, 166, 168)","#413842:0.12:( 65,  56,  66)","#95808c:0.11:(149, 128, 140)","#675b6b:0.091:(103,  91, 107)","#281a20:0.08:( 40,  26,  32)","#ab8464:0.074:(171, 132, 100)","#cfa45a:0.062:(207, 164,  90)","#6f5447:0.06:(111,  84,  71)",N,26.09,0.11,0.85,31.64,0.26,0.83,354.00,0.11,0.73,294.00,0.15,0.26,325.71,0.14,0.58,285.00,0.15,0.42,334.29,0.35,0.16,27.04,0.42,0.67,37.95,0.57,0.81,19.50,0.36,0.44,NULL,0.22657,5,"Pierre-Auguste_Renoir_160.jpg,Michelangelo_13.jpg,Albrecht_Dürer_240.jpg,Vincent_van_Gogh_468.jpg,Piet_Mondrian_26.jpg,Kazimir_Malevich_115.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_116.jpg,Courtyard of a House,1873,"#b16424:0.14:(177, 100,  36)","#9c4616:0.13:(156,  70,  22)","#582514:0.12:( 88,  37,  20)","#793214:0.12:(121,  50,  20)","#8f5426:0.094:(143,  84,  38)","#37140f:0.083:( 55,  20,  15)","#ddba7f:0.081:(221, 186, 127)","#76462b:0.076:(118,  70,  43)","#a27544:0.076:(162, 117,  68)","#bf8d45:0.071:(191, 141,  69)",N,27.23,0.80,0.69,21.49,0.86,0.61,15.00,0.77,0.35,17.82,0.83,0.47,26.29,0.73,0.56,7.50,0.73,0.22,37.66,0.43,0.87,21.60,0.64,0.46,31.28,0.58,0.64,35.41,0.64,0.75,"warm,analogous",0.7180000000000001,4,"Edgar_Degas_57.jpg,Vincent_van_Gogh_127.jpg,Edgar_Degas_119.jpg,Vincent_van_Gogh_269.jpg,Vincent_van_Gogh_402.jpg,Pierre-Auguste_Renoir_77.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_117.jpg,Combing the Hair,1895,"#a72513:0.21:(167,  37,  19)","#8b2215:0.18:(139,  34,  21)","#c1c1bc:0.13:(193, 193, 188)","#b94f2c:0.11:(185,  79,  44)","#69211b:0.086:(105,  33,  27)","#b5a195:0.075:(181, 161, 149)","#974836:0.067:(151,  72,  54)","#b78653:0.052:(183, 134,  83)","#9f6f6e:0.05:(159, 111, 110)","#2f181a:0.034:( 47,  24,  26)",N,7.30,0.89,0.65,6.61,0.85,0.55,60.00,0.03,0.76,14.89,0.76,0.73,4.62,0.74,0.41,22.50,0.18,0.71,11.13,0.64,0.59,30.60,0.55,0.72,1.22,0.31,0.62,354.78,0.49,0.18,"warm,red,primary,analogous",0.6081799999999999,4,"Jan_van_Eyck_78.jpg,Pierre-Auguste_Renoir_172.jpg,Henri_Matisse_151.jpg,Henri_Matisse_162.jpg,Frida_Kahlo_94.jpg,Edgar_Degas_46.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_119.jpg,A Woman Seated beside a Vase of Flowers,1865,"#a66c22:0.16:(166, 108,  34)","#544220:0.15:( 84,  66,  32)","#73683c:0.12:(115, 104,  60)","#362d18:0.12:( 54,  45,  24)","#7b511f:0.1:(123,  81,  31)","#988748:0.099:(152, 135,  72)","#cfa240:0.075:(207, 162,  64)","#c1b182:0.067:(193, 177, 130)","#d9d3bf:0.062:(217, 211, 191)","#14120e:0.047:( 20,  18,  14)",N,33.64,0.80,0.65,39.23,0.62,0.33,48.00,0.48,0.45,42.00,0.56,0.21,32.61,0.75,0.48,47.25,0.53,0.60,41.12,0.69,0.81,44.76,0.33,0.76,46.15,0.12,0.85,40.00,0.30,0.08,"warm,analogous",0.56867,4,"Edgar_Degas_61.jpg,Vincent_van_Gogh_402.jpg,Pierre-Auguste_Renoir_77.jpg,Vincent_van_Gogh_127.jpg,Edgar_Degas_116.jpg,Vincent_van_Gogh_677.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_12.jpg,Jockeys in the Rain,1886,"#e4e8eb:0.15:(228, 232, 235)","#8ba070:0.14:(139, 160, 112)","#75814d:0.13:(117, 129,  77)","#98aa99:0.12:(152, 170, 153)","#b1a963:0.11:(177, 169,  99)","#babb8f:0.11:(186, 187, 143)","#5c4423:0.068:( 92,  68,  35)","#97b8cc:0.064:(151, 184, 204)","#8e632d:0.064:(142,  99,  45)","#c8842f:0.042:(200, 132,  47)",N,205.71,0.03,0.92,86.25,0.30,0.63,73.85,0.40,0.51,123.33,0.11,0.67,53.85,0.44,0.69,61.36,0.24,0.73,34.74,0.62,0.36,202.64,0.26,0.80,33.40,0.68,0.56,33.33,0.77,0.78,"warm,analogous",0.32116,6,"Andy_Warhol_61.jpg,Amedeo_Modigliani_192.jpg,Vincent_van_Gogh_700.jpg,Marc_Chagall_162.jpg,Salvador_Dali_87.jpg,Kazimir_Malevich_91.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_120.jpg,Combing the Hair,1895,"#bca796:0.25:(188, 167, 150)","#b4623d:0.14:(180,  98,  61)","#b3672d:0.12:(179, 103,  45)","#9e8275:0.11:(158, 130, 117)","#ba7e4f:0.082:(186, 126,  79)","#55231b:0.07:( 85,  35,  27)","#664946:0.068:(102,  73,  70)","#2e1619:0.057:( 46,  22,  25)","#845239:0.056:(132,  82,  57)","#943018:0.048:(148,  48,  24)",N,26.84,0.20,0.74,18.66,0.66,0.71,25.97,0.75,0.70,19.02,0.26,0.62,26.36,0.58,0.73,8.28,0.68,0.33,5.63,0.31,0.40,352.50,0.52,0.18,20.00,0.57,0.52,11.61,0.84,0.58,"warm,analogous",0.47912000000000005,4,"Edgar_Degas_276.jpg,Alfred_Sisley_54.jpg,Giotto_di_Bondone_75.jpg,Vincent_van_Gogh_549.jpg,Edouard_Manet_31.jpg,Mikhail_Vrubel_61.jpg"
30,Edgar Degas,1834,1917,Impressionism,French,Edgar_Degas_121.jpg,The Conversation,Unknown,"#1a0b0c:0.21:( 26,  11,  12)","#6a3422:0.17:(106,  52,  34)","#301714:0.16:( 48,  23,  20)","#4c251c:0.13:( 76,  37,  28)","#904524:0.087:(144,  69,  36)","#c1a964:0.057:(193, 169, 100)","#867252:0.05:(134, 114,  82)","#60432d:0.046:( 96,  67,  45)","#9b9771:0.046:(155, 151, 113)","#7e542c:0.045:(126,  84,  44)",N,356.00,0.58,0.10,15.00,0.68,0.42,6.43,0.58,0.19,11.25,0.63,0.30,18.33,0.75,0.56,44.52,0.48,0.76,36.92,0.39,0.53,25.88,0.53,0.38,54.29,0.27,0.61,29.27,0.65,0.49,"warm,analogous",0.59026,4,"Vincent_van_Gogh_800.jpg,Diego_Velazquez_58.jpg,Titian_100.jpg,Amedeo_Modigliani_152.jpg,Titian_220.jpg,Gustave_Courbet_10.jpg"
